source,field,type,rows,nulls,distinct,numericNonNull,nonNumericNonNull,meaning
S07,Unnamed: 84,float64,4080,1054,198,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 85,float64,4080,1054,192,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 86,float64,4080,1054,86,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 87,float64,4080,1054,94,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 88,float64,4080,1054,98,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 89,float64,4080,1054,100,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 90,float64,4080,1054,606,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 91,float64,4080,1054,256,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 92,float64,4080,1054,428,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 93,float64,4080,1054,84,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 94,float64,4080,1054,174,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 95,float64,4080,1054,69,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 96,float64,4080,1054,193,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 97,float64,4080,1054,138,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 98,float64,4080,1054,1977,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 99,float64,4080,1054,222,3026,0,Sin definición documental; conservar nombre original
S07,Unnamed: 100,float64,4080,1054,131,3026,0,Sin definición documental; conservar nombre original
