source,field,type,rows,nulls,distinct,numericNonNull,nonNumericNonNull,meaning
S01,fid,INTEGER,,,,,,Nombre literal de la fuente
S01,geom,MULTIPOLYGON,,,,,,Geometría WKB en GeoPackage
S01,id,REAL,,,,,,Nombre literal de la fuente
S01,entidad,INTEGER,,,,,,Nombre literal de la fuente
S01,distrito_f,INTEGER,,,,,,Nombre literal de la fuente
S01,distrito_l,INTEGER,,,,,,Nombre literal de la fuente
S01,municipio,INTEGER,,,,,,Nombre literal de la fuente
S01,seccion,INTEGER,,,,,,Nombre literal de la fuente
S01,tipo,INTEGER,,,,,,Nombre literal de la fuente
S01,control,REAL,,,,,,Nombre literal de la fuente
S01,UID,TEXT(254),,,,,,Nombre literal de la fuente
S01,UENTIDAD,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOBTOT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOBFEM,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOBMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_0A2,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_0A2_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_0A2_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_0A17,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3YMAS_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3YMAS_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_5YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_5YMAS_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_5YMAS_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12YMAS_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12YMA_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15YMAS_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15YMA_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18YMAS_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18YMA_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3A5,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3A5_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_3A5_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_6A11,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_6A11_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_6A11_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_8A14,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_8A14_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_8A14_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12A14,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12A14_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_12A14_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15A17,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15A17_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15A17_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18A24,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18A24_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_18A24_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_15A49_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_60YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_60YMAS_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP_60YMA_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UREL_H_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB0_14,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB15_64,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB65_MAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB_EDADN,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPROM_HNV,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACENT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACENT_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACENT_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACOE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACOE_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPNACOE_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRES2015,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRES2015_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRES201_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRESOE15,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRESOE15_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRESOE1_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3YM_HLI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3YM_HLI_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3YM_HL_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLINHE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLINHE_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLINH_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLI_HE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLI_HE_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3HLI_H_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP5_HLI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP5_HLI_NH,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP5_HLI_HE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPHOG_IND,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB_AFRO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB_AFRO_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOB_AFR_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCON_DISC,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_MO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_VI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_LE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_AU,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_M_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCDISC_ME,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCON_LIMI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_CSB,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_VIS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_HAC,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_OAU,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_MOT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_RE_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCLIM_PME,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPSIND_LIM,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3A5_NOA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3A5_NOA_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP3A5_NO_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP6A11_NOA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP6A11_N_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP6A11_N_2,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12A14NOA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12A14N_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12A14N_2,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15A17A,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15A17A_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15A17A_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18A24A,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18A24A_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18A24A_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP8A14AN,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP8A14AN_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP8A14AN_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_AN,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_AN_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_A_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_SE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_SE_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15YM_S_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI_IN,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI__1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI__2,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI_CO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI__3,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15PRI__4,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC_IN,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC__1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC__2,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC_CO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC__3,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP15SEC__4,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18YM_PB,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18YM_PB_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP18YM_P_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UGRAPROES,TEXT(254),,,,,,Nombre literal de la fuente
S01,UGRAPROES_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UGRAPROE_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPEA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPEA_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPEA_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPE_INAC,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPE_INAC_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPE_INAC_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOCUPADA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOCUPADA_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOCUPAD_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDESOCUP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDESOCUP_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDESOCU_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPSINDER,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_SS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_IMSS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_ISTE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_IS_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPAFIL_PDO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_SEGP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPDER_IM_1,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPAFIL_IPR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPAFIL_OTR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12YM_SOL,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12YM_CAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UP12YM_SEP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPCATOLICA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRO_CRIEV,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOTRAS_RE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPSIN_RELI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UTOTHOG,TEXT(254),,,,,,Nombre literal de la fuente
S01,UHOGJEF_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UHOGJEF_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPOBHOG,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPHOGJEF_F,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPHOGJEF_M,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVIVTOT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UTVIVHAB,TEXT(254),,,,,,Nombre literal de la fuente
S01,UTVIVPAR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVIVPAR_HA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVIVPARH_C,TEXT(254),,,,,,Nombre literal de la fuente
S01,UTVIVPARHA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVIVPAR_DE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVIVPAR_UT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UOCUPVIVPA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPROM_OCUP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UPRO_OCUP_,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_PISOD,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_PISOT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_1DOR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_2YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_1CUAR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_2CUAR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_3YMAS,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_C_ELE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_S_ELE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_AGUAD,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_AEASP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_AGUAF,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_TINAC,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_CISTE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_EXCSA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_LETR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_DRENA,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_NODRE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_C_SER,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_NDEAE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_DSADM,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_NDACM,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SNBIE,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_REFRI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_LAVAD,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_HMICR,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_AUTOM,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_MOTO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_BICI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_RADIO,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_TV,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_PC,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_TELEF,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_CEL,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_INTER,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_STVP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SPMVP,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_CVJ,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SINRT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SINLT,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SINCI,TEXT(254),,,,,,Nombre literal de la fuente
S01,UVPH_SINTI,TEXT(254),,,,,,Nombre literal de la fuente
S02,CIRCUNSCRIPCION,int64,10916,0,1,10916,0,Nombre literal de la fuente
S02,ID_ESTADO,int64,10916,0,1,10916,0,Nombre literal de la fuente
S02,NOMBRE_ESTADO,str,10916,0,1,0,10916,Nombre literal de la fuente
S02,ID_DISTRITO_LOCAL,int64,10916,0,20,10916,0,Nombre literal de la fuente
S02,CABECERA_DISTRITAL_LOCAL,str,10916,0,13,0,10916,Nombre literal de la fuente
S02,ID_MUNICIPIO,int64,10916,0,125,10916,0,Nombre literal de la fuente
S02,MUNICIPIO,str,10916,0,125,0,10916,Nombre literal de la fuente
S02,SECCION,int64,10916,0,3784,10916,0,Nombre literal de la fuente
S02,TIPO_CASILLA,str,10916,0,5,0,10916,Nombre literal de la fuente
S02,ID_CASILLA,int64,10916,0,53,10916,0,Nombre literal de la fuente
S02,EXT_CONTIGUA,int64,10916,0,14,10916,0,Nombre literal de la fuente
S02,ACTA_CASILLA-MEC,str,10916,0,116,0,10916,Nombre literal de la fuente
S02,URNA_ELECTRONICA,int64,10916,0,1,10916,0,Sin definición documental; conservar nombre original
S02,PAN,float64,10916,49,273,10867,0,Nombre literal de la fuente
S02,PRI,float64,10916,58,221,10858,0,Nombre literal de la fuente
S02,PRD,float64,10916,58,42,10858,0,Nombre literal de la fuente
S02,PVEM,float64,10916,102,219,10814,0,Nombre literal de la fuente
S02,PT,float64,10916,383,116,10533,0,Nombre literal de la fuente
S02,MC,int64,10916,0,417,10916,0,Nombre literal de la fuente
S02,MORENA,float64,10916,30,240,10886,0,Nombre literal de la fuente
S02,HAGAMOS,float64,10916,104,170,10812,0,Nombre literal de la fuente
S02,FUTURO,float64,10916,478,126,10438,0,Nombre literal de la fuente
S02,CAND_IND1,float64,10916,10855,47,61,0,Nombre literal de la fuente
S02,CAND_IND2,float64,10916,10331,48,585,0,Nombre literal de la fuente
S02,PAN_PRI_PRD,float64,10916,61,53,10855,0,Nombre literal de la fuente
S02,PAN_PRI,float64,10916,64,28,10852,0,Nombre literal de la fuente
S02,PAN_PRD,float64,10916,65,10,10851,0,Nombre literal de la fuente
S02,PRI_PRD,float64,10916,65,11,10851,0,Nombre literal de la fuente
S02,PVEM_PT_MORENA_HAGAMOS_FUTURO,float64,10916,2292,34,8624,0,Nombre literal de la fuente
S02,PVEM_PT_MORENA_HAGAMOS,float64,10916,2291,17,8625,0,Nombre literal de la fuente
S02,PVEM_PT_MORENA_FUTURO,float64,10916,2292,15,8624,0,Nombre literal de la fuente
S02,PVEM_PT_MORENA,float64,10916,2290,22,8626,0,Nombre literal de la fuente
S02,PVEM_PT_HAGAMOS_FUTURO,float64,10916,2292,10,8624,0,Nombre literal de la fuente
S02,PVEM_PT_HAGAMOS,float64,10916,2292,11,8624,0,Nombre literal de la fuente
S02,PVEM_PT_FUTURO,float64,10916,2292,8,8624,0,Nombre literal de la fuente
S02,PVEM_PT,float64,10916,2291,9,8625,0,Nombre literal de la fuente
S02,PVEM_MORENA_HAGAMOS_FUTURO,float64,10916,2292,10,8624,0,Nombre literal de la fuente
S02,PVEM_MORENA_HAGAMOS,float64,10916,2291,10,8625,0,Nombre literal de la fuente
S02,PVEM_MORENA_FUTURO,float64,10916,2292,12,8624,0,Nombre literal de la fuente
S02,PVEM_MORENA,float64,10916,2290,16,8626,0,Nombre literal de la fuente
S02,PVEM_HAGAMOS_FUTURO,float64,10916,2292,7,8624,0,Nombre literal de la fuente
S02,PVEM_HAGAMOS,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S02,PVEM_FUTURO,float64,10916,2292,8,8624,0,Nombre literal de la fuente
S02,PT_MORENA_HAGAMOS_FUTURO,float64,10916,2293,9,8623,0,Nombre literal de la fuente
S02,PT_MORENA_HAGAMOS,float64,10916,2292,5,8624,0,Nombre literal de la fuente
S02,PT_MORENA_FUTURO,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S02,PT_MORENA,float64,10916,2292,13,8624,0,Nombre literal de la fuente
S02,PT_HAGAMOS_FUTURO,float64,10916,2292,5,8624,0,Nombre literal de la fuente
S02,PT_HAGAMOS,float64,10916,2292,4,8624,0,Nombre literal de la fuente
S02,PT_FUTURO,float64,10916,2292,6,8624,0,Nombre literal de la fuente
S02,MORENA_HAGAMOS_FUTURO,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S02,MORENA_HAGAMOS,float64,10916,2292,14,8624,0,Nombre literal de la fuente
S02,MORENA_FUTURO,float64,10916,2294,12,8622,0,Nombre literal de la fuente
S02,HAGAMOS_FUTURO,float64,10916,2292,11,8624,0,Nombre literal de la fuente
S02,NUM_VOTOS_VALIDOS,int64,10916,0,543,10916,0,Nombre literal de la fuente
S02,NUM_VOTOS_CAN_NREG,int64,10916,0,25,10916,0,Nombre literal de la fuente
S02,NUM_VOTOS_NULOS,int64,10916,0,71,10916,0,Nombre literal de la fuente
S02,TOTAL_VOTOS,int64,10916,0,540,10916,0,Nombre literal de la fuente
S02,LISTA_NOMINAL,int64,10916,0,574,10916,0,Nombre literal de la fuente
S02,ESTATUS_ACTA,str,10916,0,2,0,10916,Nombre literal de la fuente
S02,TRIBUNAL,str,10916,10902,1,0,14,Nombre literal de la fuente
S02,OBSERVACIONES,str,10916,10902,5,0,14,Nombre literal de la fuente
S02,RUTA_ACTA,float64,10916,10916,0,0,0,Nombre literal de la fuente
S03,ENTIDAD,str,10916,0,1,0,10916,Nombre literal de la fuente
S03,ID_DISTRITO_LOCAL,int64,10916,0,20,10916,0,Nombre literal de la fuente
S03,DISTRITO_LOCAL,str,10916,0,13,0,10916,Nombre literal de la fuente
S03,ID_DISTRITO_MUNICIPIO,int64,10916,0,125,10916,0,Nombre literal de la fuente
S03,MUNICIPIO,str,10916,0,125,0,10916,Nombre literal de la fuente
S03,Casilla,str,10916,0,10864,161,10755,Nombre literal de la fuente
S03,SECCION,str,10916,0,3929,10863,53,Nombre literal de la fuente
S03,TIPO_CASILLA,str,10916,161,59,0,10755,Nombre literal de la fuente
S03,PAN,float64,10916,49,273,10867,0,Nombre literal de la fuente
S03,PRI,float64,10916,58,221,10858,0,Nombre literal de la fuente
S03,PRD,float64,10916,58,42,10858,0,Nombre literal de la fuente
S03,PVEM,float64,10916,51,219,10865,0,Nombre literal de la fuente
S03,PT,float64,10916,383,116,10533,0,Nombre literal de la fuente
S03,MC,int64,10916,0,417,10916,0,Nombre literal de la fuente
S03,MORENA,float64,10916,30,240,10886,0,Nombre literal de la fuente
S03,HAGAMOS,float64,10916,104,170,10812,0,Nombre literal de la fuente
S03,FUTURO,float64,10916,478,126,10438,0,Nombre literal de la fuente
S03,CAMO,float64,10916,10348,48,568,0,Nombre literal de la fuente
S03,ESCC,float64,10916,10855,47,61,0,Nombre literal de la fuente
S03,PAN-PRI-PRD,float64,10916,61,53,10855,0,Nombre literal de la fuente
S03,PAN-PRI,float64,10916,64,28,10852,0,Nombre literal de la fuente
S03,PAN-PRD,float64,10916,65,10,10851,0,Nombre literal de la fuente
S03,PRI-PRD,float64,10916,65,11,10851,0,Nombre literal de la fuente
S03,PVEM-PT-MORENA-HAGAMOS-FUTURO,float64,10916,2292,34,8624,0,Nombre literal de la fuente
S03,PVEM-PT-MORENA-HAGAMOS,float64,10916,2291,17,8625,0,Nombre literal de la fuente
S03,PVEM-PT-MORENA-FUTURO,float64,10916,2292,15,8624,0,Nombre literal de la fuente
S03,PVEM-PT-MORENA,float64,10916,2290,22,8626,0,Nombre literal de la fuente
S03,PVEM-PT-HAGAMOS-FUTURO,float64,10916,2292,10,8624,0,Nombre literal de la fuente
S03,PVEM-PT-HAGAMOS,float64,10916,2292,11,8624,0,Nombre literal de la fuente
S03,PVEM-PT-FUTURO,float64,10916,2292,8,8624,0,Nombre literal de la fuente
S03,PVEM-PT,float64,10916,2291,9,8625,0,Nombre literal de la fuente
S03,PVEM-MORENA-HAGAMOS-FUTURO,float64,10916,2292,10,8624,0,Nombre literal de la fuente
S03,PVEM-MORENA-HAGAMOS,float64,10916,2291,10,8625,0,Nombre literal de la fuente
S03,PVEM-MORENA-FUTURO,float64,10916,2292,12,8624,0,Nombre literal de la fuente
S03,PVEM-MORENA,float64,10916,2290,16,8626,0,Nombre literal de la fuente
S03,PVEM-HAGAMOS-FUTURO,float64,10916,2292,7,8624,0,Nombre literal de la fuente
S03,PVEM-HAGAMOS,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S03,PVEM-FUTURO,float64,10916,2292,8,8624,0,Nombre literal de la fuente
S03,PT-MORENA-HAGAMOS-FUTURO,float64,10916,2293,9,8623,0,Nombre literal de la fuente
S03,PT-MORENA-HAGAMOS,float64,10916,2292,5,8624,0,Nombre literal de la fuente
S03,PT-MORENA-FUTURO,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S03,PT-MORENA,float64,10916,2292,13,8624,0,Nombre literal de la fuente
S03,PT-HAGAMOS-FUTURO,float64,10916,2292,5,8624,0,Nombre literal de la fuente
S03,PT-HAGAMOS,float64,10916,2292,4,8624,0,Nombre literal de la fuente
S03,PT-FUTURO,float64,10916,2292,6,8624,0,Nombre literal de la fuente
S03,MORENA-HAGAMOS-FUTURO,float64,10916,2292,9,8624,0,Nombre literal de la fuente
S03,MORENA-HAGAMOS,float64,10916,2292,14,8624,0,Nombre literal de la fuente
S03,MORENA-FUTURO,float64,10916,2294,12,8622,0,Nombre literal de la fuente
S03,HAGAMOS-FUTURO,float64,10916,2292,11,8624,0,Nombre literal de la fuente
S03,NULOS,float64,10916,4,71,10912,0,Nombre literal de la fuente
S03,NR,float64,10916,6,25,10910,0,Nombre literal de la fuente
S03,TOTAL_VOTOS_CALCULADO,int64,10916,0,540,10916,0,Nombre literal de la fuente
S04,ENTIDAD,str,10916,0,1,0,10916,Nombre literal de la fuente
S04,ID_DISTRITO_LOCAL,int64,10916,0,20,10916,0,Nombre literal de la fuente
S04,DISTRITO_LOCAL,str,10916,0,13,0,10916,Nombre literal de la fuente
S04,ID_DISTRITO_MUNICIPIO,int64,10916,0,125,10916,0,Nombre literal de la fuente
S04,MUNICIPIO,str,10916,0,125,0,10916,Nombre literal de la fuente
S04,Casilla,str,10916,0,10864,161,10755,Nombre literal de la fuente
S04,SECCION,str,10916,0,3929,10863,53,Nombre literal de la fuente
S04,TIPO_CASILLA,str,10916,161,59,0,10755,Nombre literal de la fuente
S04,MC,int64,10916,0,417,10916,0,Nombre literal de la fuente
S04,MORENA,float64,10916,30,240,10886,0,Nombre literal de la fuente
S05,ENTIDAD,str,10916,0,1,0,10916,Nombre literal de la fuente
S05,MUNICIPIO,str,10916,0,125,0,10916,Nombre literal de la fuente
S05,Casilla,str,10916,0,10864,161,10755,Nombre literal de la fuente
S05,SECCION,str,10916,0,3929,10863,53,Nombre literal de la fuente
